set_id,family,subfamily,interpretation_layer,n_raw,n_present,broad_set_flag
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_type_i_interferon_mediated__064c5650c1,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,23,22,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_type_i_interferon_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,53,51,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_inflammasome_mediated_signa__a46173fdc8,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,31,30,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interferon_alpha_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,26,25,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interferon_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,43,41,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_10_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,46,45,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_12_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,43,43,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_13_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,20,20,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_17_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,27,26,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_1_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,75,73,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_type_i_interferon_mediated__44b2f166fe,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,20,19,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_type_i_interferon_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,79,76,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_regulation_of_inflammasome_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,56,54,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_regulation_of_interleukin_1_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,16,14,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_regulation_of_type_i_interferon_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,45,43,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interferon_alpha,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,21,21,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interferon_beta,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,38,36,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interleukin_1,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,119,112,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interleukin_12,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,13,13,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interleukin_15,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,11,11,
